regional_v17,classificacao_agrupada_v17,vacina,campo_vacinal,status,motivo,n_registros_no_estrato,registros_com_campo_vacinal
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Meningite viral/asséptica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
PEIXOTO DE AZEVEDO,Outras etiologias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Outras etiologias.",88,40
PEIXOTO DE AZEVEDO,Outras etiologias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Outras etiologias.",88,40
PEIXOTO DE AZEVEDO,Outras etiologias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Outras etiologias.",88,43
PEIXOTO DE AZEVEDO,Outras etiologias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Outras etiologias.",88,46
PEIXOTO DE AZEVEDO,Outras etiologias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Outras etiologias.",88,40
PEIXOTO DE AZEVEDO,Outras etiologias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Outras etiologias.",88,40
PEIXOTO DE AZEVEDO,Outras etiologias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",88,41
PEIXOTO DE AZEVEDO,Outras etiologias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",88,31
PONTES E LACERDA,Doença meningocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Doença meningocócica.",3,1
PONTES E LACERDA,Doença meningocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Doença meningocócica.",3,1
PONTES E LACERDA,Doença meningocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Doença meningocócica.",3,1
PONTES E LACERDA,Doença meningocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",3,1
PONTES E LACERDA,Doença meningocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",3,1
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",27,14
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",27,14
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",27,15
PONTES E LACERDA,Meningite bacteriana/outras bactérias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite bacteriana/outras bactérias.",27,14
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite bacteriana/outras bactérias.",27,14
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite bacteriana/outras bactérias.",27,14
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",27,13
PONTES E LACERDA,Meningite bacteriana/outras bactérias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",27,12
PONTES E LACERDA,Meningite não especificada,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite não especificada.",39,26
PONTES E LACERDA,Meningite não especificada,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite não especificada.",39,26
PONTES E LACERDA,Meningite não especificada,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite não especificada.",39,27
PONTES E LACERDA,Meningite não especificada,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite não especificada.",39,29
PONTES E LACERDA,Meningite não especificada,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite não especificada.",39,25
PONTES E LACERDA,Meningite não especificada,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite não especificada.",39,24
PONTES E LACERDA,Meningite não especificada,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",39,24
PONTES E LACERDA,Meningite não especificada,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",39,23
PONTES E LACERDA,Meningite pneumocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",1,1
PONTES E LACERDA,Meningite pneumocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",1,1
PONTES E LACERDA,Meningite pneumocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite pneumocócica.",1,1
PONTES E LACERDA,Meningite pneumocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite pneumocócica.",1,1
PONTES E LACERDA,Meningite pneumocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite pneumocócica.",1,0
PONTES E LACERDA,Meningite pneumocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",1,1
PONTES E LACERDA,Meningite pneumocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",1,0
PONTES E LACERDA,Meningite tuberculosa,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite tuberculosa,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite tuberculosa,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite tuberculosa,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite tuberculosa,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite tuberculosa,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite tuberculosa,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",2,0
PONTES E LACERDA,Meningite viral/asséptica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,14
PONTES E LACERDA,Meningite viral/asséptica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,14
PONTES E LACERDA,Meningite viral/asséptica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,14
PONTES E LACERDA,Meningite viral/asséptica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,17
PONTES E LACERDA,Meningite viral/asséptica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,11
PONTES E LACERDA,Meningite viral/asséptica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,12
PONTES E LACERDA,Meningite viral/asséptica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,10
PONTES E LACERDA,Meningite viral/asséptica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,35,11
PONTES E LACERDA,Outras etiologias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Outras etiologias.",55,14
PONTES E LACERDA,Outras etiologias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Outras etiologias.",55,14
PONTES E LACERDA,Outras etiologias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Outras etiologias.",55,20
PONTES E LACERDA,Outras etiologias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Outras etiologias.",55,17
PONTES E LACERDA,Outras etiologias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Outras etiologias.",55,15
PONTES E LACERDA,Outras etiologias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Outras etiologias.",55,14
PONTES E LACERDA,Outras etiologias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",55,13
PONTES E LACERDA,Outras etiologias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",55,11
PORTO ALEGRE DO NORTE,Doença meningocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Doença meningocócica.",2,1
PORTO ALEGRE DO NORTE,Doença meningocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Doença meningocócica.",2,1
PORTO ALEGRE DO NORTE,Doença meningocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Doença meningocócica.",2,1
PORTO ALEGRE DO NORTE,Doença meningocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",2,1
PORTO ALEGRE DO NORTE,Doença meningocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",2,1
PORTO ALEGRE DO NORTE,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",1,0
