Cód.IBGE_6,Cód.IBGE_7,UF,Município,2020,2021,2022,2023,2024,2025
251593,2515930,PB,Sertãozinho,5'089,5'152,5'054,5'225,5'282,5'332
251597,2515971,PB,Sobrado,7'815,7'845,8'236,8'499,8'579,8'646
251600,2516003,PB,Solânea,26'227,26'051,26'774,27'772,27'749,27'748
251610,2516102,PB,Soledade,15'102,15'211,13'968,14'355,14'381,14'409
251615,2516151,PB,Sossêgo,3'594,3'631,3'345,3'425,3'461,3'476
251620,2516201,PB,Sousa,69'723,69'997,67'259,69'743,69'876,70'066
251630,2516300,PB,Sumé,17'031,17'096,17'166,17'668,17'763,17'852
251640,2516409,PB,Tacima,10'969,11'024,8'010,8'043,7'934,7'794
251650,2516508,PB,Taperoá,15'441,15'505,14'068,14'405,14'376,14'358
251660,2516607,PB,Tavares,14'759,14'791,14'101,14'476,14'464,14'473
251670,2516706,PB,Teixeira,15'248,15'333,14'631,15'042,15'082,15'129
251675,2516755,PB,Tenório,3'081,3'103,2'966,3'025,3'069,3'082
251680,2516805,PB,Triunfo,9'464,9'473,9'892,10'196,10'259,10'315
251690,2516904,PB,Uiraúna,15'300,15'356,14'930,15'342,15'386,15'431
251700,2517001,PB,Umbuzeiro,9'911,9'914,9'124,9'324,9'302,9'274
251710,2517100,PB,Várzea,2'841,2'870,2'668,2'748,2'764,2'777
251720,2517209,PB,Vieirópolis,5'372,5'395,4'864,4'973,4'974,4'967
251740,2517407,PB,Zabelê,2'255,2'269,2'228,2'271,2'310,2'323
260005,2600054,PE,Abreu e Lima,100'346,100'698,98'462,103'659,103'945,104'248
260010,2600104,PE,Afogados da Ingazeira,37'404,37'546,40'241,41'965,42'407,42'672
260020,2600203,PE,Afrânio,19'810,19'981,18'674,19'271,19'349,19'409
260030,2600302,PE,Agrestina,25'065,25'240,23'779,24'515,24'615,24'680
260040,2600401,PE,Água Preta,37'082,37'386,26'461,27'730,27'221,26'981
260050,2600500,PE,Águas Belas,43'686,43'923,41'548,43'613,43'713,43'822
260060,2600609,PE,Alagoinha,14'718,14'798,13'542,14'355,14'355,14'460
260070,2600708,PE,Aliança,38'397,38'408,35'741,37'563,37'372,37'349
260080,2600807,PE,Altinho,22'984,22'996,20'674,21'295,21'185,21'134
260090,2600906,PE,Amaraji,22'870,22'910,18'205,18'755,18'471,18'335
260100,2601003,PE,Angelim,11'226,11'301,10'241,10'575,10'580,10'591
260105,2601052,PE,Araçoiaba,20'733,20'936,19'243,19'858,19'936,19'996
260110,2601102,PE,Araripina,84'864,85'301,85'088,89'400,90'104,90'504
260120,2601201,PE,Arcoverde,74'822,75'295,77'742,81'125,82'003,82'487
260130,2601300,PE,Barra de Guabiraba,14'510,14'632,12'263,12'653,12'616,12'601
260140,2601409,PE,Barreiros,42'764,42'866,40'121,42'159,42'056,42'083
260150,2601508,PE,Belém de Maria,12'122,12'169,10'378,10'905,10'829,10'798
260160,2601607,PE,Belém do São Francisco,20'730,20'730,18'301,18'856,18'713,18'648
260170,2601706,PE,Belo Jardim,76'687,76'930,79'507,82'945,83'647,84'033
260180,2601805,PE,Betânia,12'765,12'811,11'232,12'040,11'981,11'961
260190,2601904,PE,Bezerros,60'880,60'960,61'694,64'535,64'809,65'007
260200,2602001,PE,Bodocó,38'378,38'605,34'478,36'151,36'129,36'145
260210,2602100,PE,Bom Conselho,48'767,48'975,44'294,46'311,46'192,46'202
260220,2602209,PE,Bom Jardim,39'983,40'038,37'629,39'341,39'278,39'289
260230,2602308,PE,Bonito,38'117,38'101,37'474,39'119,39'163,39'212
260240,2602407,PE,Brejão,8'987,8'981,9'079,9'363,9'399,9'417
260250,2602506,PE,Brejinho,7'488,7'489,7'720,7'988,8'010,8'033
260260,2602605,PE,Brejo da Madre de Deus,51'225,51'696,48'648,50'777,51'107,51'308
260270,2602704,PE,Buenos Aires,13'190,13'224,12'808,13'256,13'254,13'276
260280,2602803,PE,Buíque,58'919,59'448,52'097,54'494,54'425,53'489
260290,2602902,PE,Cabo de Santo Agostinho,208'944,210'796,203'440,215'335,216'969,218'049
260300,2603009,PE,Cabrobó,34'503,34'778,30'294,31'767,31'746,31'762
260310,2603108,PE,Cachoeirinha,20'501,20'618,19'899,20'513,20'612,20'673
260320,2603207,PE,Caetés,28'904,29'065,28'827,30'229,30'441,30'571
260330,2603306,PE,Calçado,11'018,10'983,11'093,11'447,11'445,11'453
260340,2603405,PE,Calumbi,5'747,5'744,5'228,5'365,5'367,5'354
260345,2603454,PE,Camaragibe,158'899,159'945,147'771,155'599,155'771,156'112
260350,2603504,PE,Camocim de São Félix,18'900,19'032,17'419,17'961,17'991,18'018
260360,2603603,PE,Camutanga,8'572,8'592,7'750,7'991,7'972,7'962
260370,2603702,PE,Canhotinho,24'773,24'743,24'329,25'137,25'090,25'103
260380,2603801,PE,Capoeiras,20'048,20'048,18'338,18'998,18'890,18'854
260390,2603900,PE,Carnaíba,19'609,19'666,18'644,19'527,19'513,19'533
260392,2603926,PE,Carnaubeira da Penha,13'025,13'117,12'239,12'649,12'682,12'712
260400,2604007,PE,Carpina,84'395,85'131,79'293,82'865,83'205,83'482
260410,2604106,PE,Caruaru,365'278,369'343,378'048,396'292,402'290,405'408
260415,2604155,PE,Casinhas,14'368,14'395,12'967,13'549,13'489,13'468
260420,2604205,PE,Catende,43'340,43'778,32'156,33'729,33'279,33'086
260430,2604304,PE,Cedro,11'891,11'972,10'518,10'846,10'845,10'843
260440,2604403,PE,Chã de Alegria,13'556,13'641,12'984,13'411,13'461,13'496
260450,2604502,PE,Chã Grande,21'815,21'929,20'546,21'204,21'224,21'258
260460,2604601,PE,Condado,26'590,26'755,24'587,25'381,25'383,25'416
260470,2604700,PE,Correntes,18'268,18'327,17'131,17'677,17'660,17'670
260480,2604809,PE,Cortês,12'560,12'543,10'198,10'672,10'512,10'426
260490,2604908,PE,Cumaru,10'192,9'494,15'920,16'356,16'252,16'215
260500,2605004,PE,Cupira,24'173,24'237,23'518,24'258,24'301,24'343
260510,2605103,PE,Custódia,37'375,37'633,37'699,39'052,39'403,39'609
260515,2605152,PE,Dormentes,19'079,19'246,17'188,17'731,17'749,17'850
260520,2605202,PE,Escada,69'292,69'701,59'891,62'596,62'252,62'174
260530,2605301,PE,Exu,31'766,31'709,31'843,33'398,33'436,33'486
260540,2605400,PE,Feira Nova,22'247,22'360,21'427,22'117,22'169,22'222
260545,2605459,PE,Fernando de Noronha,3'101,3'140,3'167,3'247,3'316,3'341
260550,2605509,PE,Ferreiros,12'170,12'216,15'026,15'583,15'794,15'955
260560,2605608,PE,Flores,22'618,22'612,20'347,20'979,20'835,20'776
260570,2605707,PE,Floresta,33'184,33'488,30'137,31'519,31'627,31'702
260580,2605806,PE,Frei Miguelinho,15'546,15'633,13'636,14'110,14'070,14'055
260590,2605905,PE,Gameleira,31'318,31'578,18'214,18'463,17'973,17'583
260600,2606002,PE,Garanhuns,140'577,141'347,142'506,149'855,151'064,151'803
260610,2606101,PE,Glória do Goitá,30'751,30'847,29'347,30'354,30'370,30'420
260620,2606200,PE,Goiana,80'055,80'345,81'055,84'713,85'160,85'497
260630,2606309,PE,Granito,7'537,7'586,6'967,7'188,7'206,7'217
260640,2606408,PE,Gravatá,84'699,85'309,86'516,90'964,91'887,92'429
260650,2606507,PE,Iati,19'241,19'284,17'165,17'723,17'605,17'570
260660,2606606,PE,Ibimirim,29'412,29'585,26'593,28'666,28'760,28'825
260670,2606705,PE,Ibirajuba,7'768,7'773,7'140,7'355,7'344,7'334
260680,2606804,PE,Igarassu,118'370,119'690,115'196,121'148,122'312,123'017
260690,2606903,PE,Iguaracy,12'247,12'265,11'081,11'416,11'366,11'347
260700,2607000,PE,Inajá,23'645,24'034,25'603,26'912,27'488,27'758
260710,2607109,PE,Ingazeira,4'543,4'537,4'765,4'921,4'959,4'975
260720,2607208,PE,Ipojuca,97'669,99'101,98'932,103'902,105'638,106'539
260730,2607307,PE,Ipubi,31'187,31'515,29'009,30'401,30'603,30'720
260740,2607406,PE,Itacuruba,4'966,5'013,4'284,4'453,4'490,4'491
260750,2607505,PE,Itaíba,26'308,26'268,32'650,33'182,33'691,33'995
260760,2607604,PE,Ilha de Itamaracá,26'672,27'076,24'540,25'330,25'529,25'658
260765,2607653,PE,Itambé,36'471,36'495,34'935,36'672,36'626,36'652
260770,2607703,PE,Itapetim,13'553,13'492,13'791,14'245,14'232,14'236
260775,2607752,PE,Itapissuma,26'900,27'144,27'749,29'161,29'463,29'669
260780,2607802,PE,Itaquitinga,17'006,17'056,16'554,17'105,17'109,17'142
260790,2607901,PE,Jaboatão dos Guararapes,706'867,711'330,644'037,683'422,683'285,684'293
260795,2607950,PE,Jaqueira,11'644,11'632,10'247,10'575,10'483,10'440
260800,2608008,PE,Jataúba,17'228,17'305,15'843,16'327,16'323,16'328
260805,2608057,PE,Jatobá,14'850,14'904,14'020,14'459,14'463,14'477
260810,2608107,PE,João Alfredo,33'328,33'570,27'725,29'083,28'903,28'842
260820,2608206,PE,Joaquim Nabuco,16'011,15'999,13'269,13'675,13'506,13'416
260825,2608255,PE,Jucati,11'485,11'545,11'517,11'915,11'975,12'023
260830,2608305,PE,Jupi,14'922,15'007,15'329,15'799,15'943,16'022
260840,2608404,PE,Jurema,15'431,15'483,13'648,14'086,14'027,14'002
260845,2608453,PE,Lagoa do Carro,18'252,18'429,17'981,18'567,18'708,18'804
260850,2608503,PE,Lagoa de Itaenga,21'460,21'490,19'003,20'065,19'915,19'863
260860,2608602,PE,Lagoa do Ouro,13'224,13'300,11'933,12'393,12'364,12'367
260870,2608701,PE,Lagoa dos Gatos,16'318,16'345,14'076,14'495,14'386,14'333
260875,2608750,PE,Lagoa Grande,25'849,26'090,24'088,24'820,24'952,24'951
260880,2608800,PE,Lajedo,40'589,40'883,39'582,41'513,41'786,41'960
260890,2608909,PE,Limoeiro,56'198,56'149,56'510,59'061,59'125,59'236
260900,2609006,PE,Macaparana,25'472,25'565,23'879,24'643,24'624,24'642
260910,2609105,PE,Machados,16'321,16'549,11'333,11'610,11'471,11'387
260915,2609154,PE,Manari,21'776,22'110,23'763,26'273,26'773,27'046
260920,2609204,PE,Maraial,11'220,11'098,9'359,9'623,9'432,9'322
260930,2609303,PE,Mirandiba,15'470,15'548,14'166,14'584,14'599,14'605
260940,2609402,PE,Moreno,63'294,63'792,55'292,57'811,57'647,57'654
260950,2609501,PE,Nazaré da Mata,32'573,32'673,30'648,32'188,32'153,32'187
260960,2609600,PE,Olinda,393'115,393'734,349'976,367'946,365'402,364'717
260970,2609709,PE,Orobó,23'935,23'985,21'808,22'527,22'438,22'412
260980,2609808,PE,Orocó,15'152,15'309,13'613,14'051,14'100,14'129
260990,2609907,PE,Ouricuri,69'969,70'466,65'245,68'148,68'329,68'489
261000,2610004,PE,Palmares,63'500,63'745,54'584,57'087,56'615,56'475
261010,2610103,PE,Palmeirina,7'600,7'509,7'031,7'234,7'154,7'104
261020,2610202,PE,Panelas,26'456,26'438,22'991,23'709,23'449,23'337
261030,2610301,PE,Paranatama,11'566,11'608,12'199,12'615,12'712,12'778
261040,2610400,PE,Parnamirim,22'106,22'198,18'612,19'178,19'028,18'960
261050,2610509,PE,Passira,28'894,28'856,28'340,29'751,29'719,29'744
261060,2610608,PE,Paudalho,56'933,57'346,56'665,59'236,59'638,59'924
261070,2610707,PE,Paulista,334'376,336'919,342'167,359'206,362'960,365'144
261080,2610806,PE,Pedra,22'668,22'716,22'795,23'514,23'605,23'671
261090,2610905,PE,Pesqueira,67'735,68'067,62'722,65'410,65'408,65'481
261100,2611002,PE,Petrolândia,36'901,37'246,34'161,35'861,35'991,36'104
261110,2611101,PE,Petrolina,354'317,359'372,386'791,406'411,414'083,418'444
261120,2611200,PE,Poção,11'305,11'308,10'500,10'831,10'805,10'792
261130,2611309,PE,Pombos,27'148,27'204,27'552,26'713,26'847,26'942
261140,2611408,PE,Primavera,15'101,15'231,13'838,14'338,14'351,14'380
261150,2611507,PE,Quipapá,26'175,26'309,17'928,18'261,17'974,17'731
261153,2611533,PE,Quixaba,6'805,6'796,6'554,6'766,6'755,6'753
261160,2611606,PE,Recife,1'653'461,1'661'017,1'488'920,1'592'362,1'587'707,1'588'376
261170,2611705,PE,Riacho das Almas,20'646,20'744,20'639,21'282,21'411,21'490
261180,2611804,PE,Ribeirão,47'616,47'813,33'507,35'048,34'255,33'843
261190,2611903,PE,Rio Formoso,23'628,23'719,20'009,20'642,20'460,20'388
261200,2612000,PE,Sairé,9'764,9'600,10'887,11'249,11'218,11'213
261210,2612109,PE,Salgadinho,11'068,11'214,5'727,5'783,5'620,5'478
261220,2612208,PE,Salgueiro,61'249,61'561,62'372,65'070,65'635,65'946
261230,2612307,PE,Saloá,15'862,15'880,13'836,14'281,14'173,14'125
261240,2612406,PE,Sanharó,26'890,27'308,18'624,19'168,18'933,18'812
261245,2612455,PE,Santa Cruz,15'558,15'713,13'841,14'300,14'320,14'342
261247,2612471,PE,Santa Cruz da Baixa Verde,12'650,12'708,11'567,11'933,11'933,11'934
261250,2612505,PE,Santa Cruz do Capibaribe,109'897,111'812,98'254,103'277,104'277,104'854
261255,2612554,PE,Santa Filomena,14'562,14'645,12'106,12'491,12'402,12'360
261260,2612604,PE,Santa Maria da Boa Vista,42'100,42'266,40'578,42'557,42'682,42'782
261270,2612703,PE,Santa Maria do Cambucá,14'223,14'308,14'013,14'459,14'533,14'586
261280,2612802,PE,Santa Terezinha,11'865,11'914,10'244,10'564,10'513,10'487
261290,2612901,PE,São Benedito do Sul,16'069,16'239,13'113,13'546,13'479,13'456
261300,2613008,PE,São Bento do Una,60'042,60'567,49'449,51'557,51'264,51'165
261310,2613107,PE,São Caitano,37'368,37'488,37'126,38'952,39'117,39'243
261320,2613206,PE,São João,22'899,23'002,23'837,24'567,24'772,24'895
261330,2613305,PE,São Joaquim do Monte,21'398,21'439,20'037,20'475,20'440,20'438
261340,2613404,PE,São José da Coroa Grande,21'586,21'868,18'825,19'438,19'468,19'511
261350,2613503,PE,São José do Belmonte,34'021,34'082,34'843,36'570,36'752,36'890
261360,2613602,PE,São José do Egito,34'056,34'210,31'004,32'545,32'491,32'508
261370,2613701,PE,São Lourenço da Mata,114'079,114'910,111'249,117'053,117'759,118'258
261380,2613800,PE,São Vicente Férrer,18'085,18'150,16'677,17'191,17'176,17'177
261390,2613909,PE,Serra Talhada,86'915,87'467,92'228,96'947,98'143,98'816
261400,2614006,PE,Serrita,19'196,19'226,18'207,18'773,18'759,18'764
261410,2614105,PE,Sertânia,36'050,36'189,32'811,34'377,34'269,34'271
261420,2614204,PE,Sirinhaém,46'361,46'845,37'596,39'500,39'233,39'171
261430,2614303,PE,Moreilândia,11'270,11'269,10'540,10'885,10'849,10'839
261440,2614402,PE,Solidão,6'021,6'034,5'210,5'417,5'403,5'386
261450,2614501,PE,Surubim,65'647,66'192,64'120,67'046,67'515,67'821
261460,2614600,PE,Tabira,28'704,28'860,27'681,28'979,29'093,29'180
261470,2614709,PE,Tacaimbó,12'859,12'843,13'738,14'202,14'277,14'330
261480,2614808,PE,Tacaratu,26'106,26'439,23'902,24'661,24'803,24'898
261485,2614857,PE,Tamandaré,23'623,23'852,23'561,24'320,24'534,24'670
261500,2615003,PE,Taquaritinga do Norte,29'127,29'472,24'736,25'494,25'497,25'511
261510,2615102,PE,Terezinha,7'198,7'227,6'513,6'864,6'857,6'853
261520,2615201,PE,Terra Nova,10'206,10'314,8'920,9'200,9'221,9'231
261530,2615300,PE,Timbaúba,52'802,52'587,46'147,48'198,47'575,47'312
261540,2615409,PE,Toritama,46'164,47'088,41'137,43'113,43'636,43'921
261550,2615508,PE,Tracunhaém,13'813,13'856,13'867,14'344,14'393,14'439
261560,2615607,PE,Trindade,30'816,31'103,30'321,31'730,32'086,32'257
261570,2615706,PE,Triunfo,15'243,15'232,14'705,15'161,15'142,15'141
261580,2615805,PE,Tupanatinga,27'551,27'793,26'937,26'781,27'009,28'141
261590,2615904,PE,Tuparetama,8'256,8'266,8'005,8'243,8'252,8'261
261600,2616001,PE,Venturosa,18'661,18'835,17'251,17'557,17'609,17'563
261610,2616100,PE,Verdejante,9'553,9'572,9'169,9'446,9'474,9'483
261618,2616183,PE,Vertente do Lério,7'571,7'526,7'558,7'804,7'782,7'776
261620,2616209,PE,Vertentes,20'954,21'172,21'959,22'642,22'955,23'127
261630,2616308,PE,Vicência,32'772,32'897,26'359,27'652,27'297,27'151
261640,2616407,PE,Vitória de Santo Antão,139'583,140'389,134'084,143'263,143'799,144'243
261650,2616506,PE,Xexéu,14'757,14'789,11'611,11'953,11'791,11'699
270010,2700102,AL,Água Branca,20'230,20'263,19'008,19'594,19'550,19'550
270020,2700201,AL,Anadia,17'526,17'507,13'966,14'448,14'193,14'167
270030,2700300,AL,Arapiraca,233'047,234'309,234'696,242'026,243'661,243'906
270040,2700409,AL,Atalaia,47'365,47'540,37'512,39'106,38'530,38'480
270050,2700508,AL,Barra de Santo Antônio,16'068,16'201,16'365,16'569,16'735,16'756
270060,2700607,AL,Barra de São Miguel,8'378,8'434,7'944,8'088,8'118,8'123
270070,2700706,AL,Batalha,18'338,18'440,16'448,17'110,17'103,17'103
270080,2700805,AL,Belém,4'284,4'226,4'722,4'817,4'820,4'819
270090,2700904,AL,Belo Monte,6'710,6'717,5'936,5'911,5'898,5'895
270100,2701001,AL,Boca da Mata,27'356,27'429,21'187,21'923,21'517,21'479
270110,2701100,AL,Branquinha,10'460,10'426,9'603,9'863,9'786,9'779
270120,2701209,AL,Cacimbinhas,10'889,10'920,10'482,10'684,10'701,10'705
270130,2701308,AL,Cajueiro,21'331,21'397,16'024,16'934,16'605,16'572
270135,2701357,AL,Campestre,6'954,6'972,6'665,6'800,6'807,6'808
270140,2701407,AL,Campo Alegre,57'537,57'997,32'106,33'702,32'714,32'558
270150,2701506,AL,Campo Grande,9'567,9'576,8'143,8'361,8'293,8'285
270160,2701605,AL,Canapi,17'719,17'715,15'559,15'868,15'743,15'730
270170,2701704,AL,Capela,16'979,16'907,15'032,15'269,15'068,15'051
270180,2701803,AL,Carneiros,9'159,9'568,8'999,9'152,9'200,9'206
270190,2701902,AL,Chã Preta,7'311,7'311,5'910,6'101,6'010,6'000
270200,2702009,AL,Coité do Nóia,10'643,10'594,10'810,11'034,11'036,11'036
270210,2702108,AL,Colônia Leopoldina,21'818,21'935,15'816,16'268,15'949,15'915
270220,2702207,AL,Coqueiro Seco,5'864,5'882,5'581,5'696,5'700,5'701
270230,2702306,AL,Coruripe,57'294,57'647,50'414,51'980,51'788,51'784
270235,2702355,AL,Craíbas,24'309,24'396,25'397,25'861,26'115,26'144
270240,2702405,AL,Delmiro Gouveia,52'262,52'501,51'318,52'539,52'809,52'845
270250,2702504,AL,Dois Riachos,11'067,11'059,9'805,9'969,9'906,9'898
270255,2702553,AL,Estrela de Alagoas,18'255,18'304,15'429,15'865,15'701,15'688
270260,2702603,AL,Feira Grande,22'178,22'192,22'712,23'103,23'191,23'204
270270,2702702,AL,Feliz Deserto,4'779,4'803,3'963,4'053,4'038,4'035
270280,2702801,AL,Flexeiras,12'807,12'823,9'618,9'936,9'767,9'745
270290,2702900,AL,Girau do Ponciano,41'237,41'549,36'102,37'370,37'335,37'337
270300,2703007,AL,Ibateguara,15'627,15'637,13'731,14'102,13'992,13'982
270310,2703106,AL,Igaci,25'613,25'596,23'995,24'561,24'452,24'445
270320,2703205,AL,Igreja Nova,24'586,24'670,21'372,22'284,22'125,22'113
270330,2703304,AL,Inhapi,18'392,18'398,15'167,15'573,15'417,15'396
270340,2703403,AL,Jacaré dos Homens,5'219,5'185,5'083,5'186,5'182,5'180
270350,2703502,AL,Jacuípe,7'006,6'992,5'352,5'530,5'432,5'419
270360,2703601,AL,Japaratinga,8'403,8'444,9'219,9'316,9'443,9'457
270370,2703700,AL,Jaramataia,5'761,5'751,4'985,5'094,5'075,5'069
270375,2703759,AL,Jequiá da Praia,11'536,11'495,9'470,9'782,9'625,9'607
270380,2703809,AL,Joaquim Gomes,24'081,24'167,17'150,17'801,17'386,17'342
270390,2703908,AL,Jundiá,4'137,4'119,4'092,4'171,4'176,4'175
270400,2704005,AL,Junqueiro,24'722,24'716,23'907,24'428,24'381,24'382
270410,2704104,AL,Lagoa da Canoa,17'771,17'692,18'457,18'787,18'831,18'836
270420,2704203,AL,Limoeiro de Anadia,28'771,28'904,24'740,25'323,25'197,25'184
270430,2704302,AL,Maceió,1'025'360,1'031'597,957'916,992'975,994'464,994'952
270440,2704401,AL,Major Isidoro,19'864,19'923,17'700,17'906,17'834,17'828
270450,2704500,AL,Maragogi,33'032,33'351,32'174,32'904,33'232,33'269
270460,2704609,AL,Maravilha,9'004,8'850,9'534,9'774,9'715,9'709
270470,2704708,AL,Marechal Deodoro,52'380,52'848,60'370,61'021,62'341,62'477
270480,2704807,AL,Maribondo,13'193,13'123,13'679,13'955,13'968,13'970
270490,2704906,AL,Mar Vermelho,3'494,3'474,3'155,3'228,3'212,3'208
270500,2705002,AL,Mata Grande,25'207,25'200,21'844,22'374,22'147,22'126
270510,2705101,AL,Matriz de Camaragibe,24'634,24'627,23'857,24'373,24'330,24'331
270520,2705200,AL,Messias,18'031,18'201,15'405,15'752,15'707,15'706
270530,2705309,AL,Minador do Negrão,5'322,5'315,4'845,4'953,4'938,4'935
270540,2705408,AL,Monteirópolis,7'165,7'171,7'184,7'324,7'341,7'344
270550,2705507,AL,Murici,28'333,28'428,25'187,26'046,25'933,25'926
270560,2705606,AL,Novo Lino,12'764,12'837,10'020,10'408,10'298,10'285
270570,2705705,AL,Olho d'Água das Flores,21'738,21'690,20'695,21'117,21'132,21'135
270580,2705804,AL,Olho d'Água do Casado,9'441,9'507,8'349,8'517,8'522,8'522
270590,2705903,AL,Olho d'Água Grande,5'128,5'133,4'330,4'408,4'384,4'381
270600,2706000,AL,Olivença,11'657,11'681,10'812,11'039,11'048,11'047
270610,2706109,AL,Ouro Branco,11'535,11'573,11'446,11'652,11'699,11'706
270620,2706208,AL,Palestina,5'037,5'061,4'325,4'413,4'410,4'408
270630,2706307,AL,Palmeira dos Índios,73'337,73'452,71'574,73'495,73'596,73'621
270640,2706406,AL,Pão de Açúcar,24'351,24'307,23'823,24'328,24'291,24'291
270642,2706422,AL,Pariconha,10'539,10'546,10'573,10'773,10'803,10'807
270644,2706448,AL,Paripueira,13'332,13'484,13'835,13'975,14'176,14'199
270650,2706505,AL,Passo de Camaragibe,15'258,15'270,13'804,14'167,14'076,14'070
270660,2706604,AL,Paulo Jacinto,7'560,7'556,6'576,6'749,6'697,6'691
270670,2706703,AL,Penedo,63'846,64'005,58'650,60'391,60'189,60'185
270680,2706802,AL,Piaçabuçu,17'848,17'868,15'908,16'305,16'201,16'192
270690,2706901,AL,Pilar,35'212,35'310,35'370,36'347,36'499,36'525
270700,2707008,AL,Pindoba,2'905,2'903,2'731,2'773,2'786,2'786
270710,2707107,AL,Piranhas,25'183,25'324,22'609,23'074,23'053,23'053
270720,2707206,AL,Poço das Trincheiras,14'418,14'447,12'518,13'061,12'974,12'965
270730,2707305,AL,Porto Calvo,27'249,27'331,24'071,24'679,24'520,24'509
270740,2707404,AL,Porto de Pedras,7'701,7'618,9'295,9'417,9'508,9'517
270750,2707503,AL,Porto Real do Colégio,20'112,20'158,20'082,20'211,20'262,20'273
270760,2707602,AL,Quebrangulo,11'248,11'202,11'080,11'314,11'305,11'303
270770,2707701,AL,Rio Largo,75'394,75'662,93'927,95'158,97'435,97'658
270780,2707800,AL,Roteiro,6'649,6'634,6'474,6'613,6'607,6'606
270790,2707909,AL,Santa Luzia do Norte,7'320,7'344,6'919,7'037,7'065,7'066
270800,2708006,AL,Santana do Ipanema,47'819,47'910,46'220,47'260,47'397,47'418
270810,2708105,AL,Santana do Mundaú,10'687,10'637,11'323,11'548,11'568,11'572
270820,2708204,AL,São Brás,6'969,6'977,6'555,6'561,6'557,6'557
270830,2708303,AL,São José da Laje,23'996,24'064,20'813,21'354,21'193,21'180
270840,2708402,AL,São José da Tapera,32'405,32'462,30'604,31'479,31'557,31'569
270850,2708501,AL,São Luís do Quitunde,34'692,34'825,30'873,31'931,31'792,31'785
270860,2708600,AL,São Miguel dos Campos,61'797,62'328,51'990,53'648,53'391,53'380
270870,2708709,AL,São Miguel dos Milagres,8'013,8'073,8'482,8'557,8'687,8'700
270880,2708808,AL,São Sebastião,34'290,34'424,31'786,32'712,32'701,32'707
270890,2708907,AL,Satuba,13'936,14'042,24'278,24'278,25'000,25'105
270895,2708956,AL,Senador Rui Palmeira,13'921,13'893,12'303,12'584,12'549,12'545
270900,2709004,AL,Tanque d'Arca,6'138,6'115,5'796,5'923,5'909,5'906
270910,2709103,AL,Taquarana,20'072,20'162,19'032,19'404,19'422,19'428
270915,2709152,AL,Teotônio Vilela,44'372,44'570,38'053,39'391,39'161,39'143
270920,2709202,AL,Traipu,27'826,27'934,23'565,24'316,24'124,24'106
270930,2709301,AL,União dos Palmares,65'790,65'963,59'280,61'157,60'874,60'860
270940,2709400,AL,Viçosa,25'693,25'655,24'092,24'560,24'423,24'414
280010,2800100,SE,Amparo do São Francisco,2'380,2'386,2'170,2'183,2'206,2'202
